Movie,URL,Year,Director,Cast,Genre
Crash,https://en.wikipedia.org/wiki/Crash_(2004_film),2004,Paul Haggis,"Sandra Bullock, Don Cheadle, Matt Dillon, Jennifer Esposito, Brendan Fraser, Terrence Howard, Chris ""Ludacris"" Bridges, Thandie Newton, Ryan Phillippe",Crime drama
Criminal,https://en.wikipedia.org/wiki/Criminal_(2004_film),2004,Gregory Jacobs,"John C. Reilly, Diego Luna, Maggie Gyllenhaal",Comedy
 D.E.B.S.,https://en.wikipedia.org/wiki/D.E.B.S._(2004_film),2004,Angela Robinson,"Sara Foster, Jordana Brewster, Meagan Good, Devon Aoki",Comedy
Dawn of the Dead,https://en.wikipedia.org/wiki/Dawn_of_the_Dead_(2004_film),2004,Zack Snyder,"Sarah Polley, Ving Rhames, Jake Weber, Michael Kelly",Horror
The Day After Tomorrow,https://en.wikipedia.org/wiki/The_Day_After_Tomorrow,2004,Roland Emmerich,"Dennis Quaid, Jake Gyllenhaal, Emmy Rossum, Ian Holm, Sela Ward","Disaster, sci-fi"
A Day Without a Mexican,https://en.wikipedia.org/wiki/A_Day_Without_a_Mexican,2004,Sergio Arau,"Yareli Arizmendi, John Getz, Maureen Flannigan",Comedy
De-Lovely,https://en.wikipedia.org/wiki/De-Lovely,2004,Irwin Winkler,"Kevin Kline, Ashley Judd",Biography
Dead & Breakfast,https://en.wikipedia.org/wiki/Dead_%26_Breakfast,2004,Matthew Leutwyler,"Ever Carradine, Brent David Fraser, Portia de Rossi",Comedy
Dead Birds,https://en.wikipedia.org/wiki/Dead_Birds_(2004_film),2004,Alex Turner,"Henry Thomas, Nicki Aycox, Isaiah Washington",Horror
Dig!,https://en.wikipedia.org/wiki/Dig!,2004,Ondi Timoner,The bands The Dandy Warhols and The Brian Jonestown Massacre.,Documentary
Dirty Dancing: Havana Nights,https://en.wikipedia.org/wiki/Dirty_Dancing:_Havana_Nights,2004,Guy Ferland,"Diego Luna, Romola Garai, Sela Ward",Romance
A Dirty Shame,https://en.wikipedia.org/wiki/A_Dirty_Shame,2004,John Waters,"Tracey Ullman, Johnny Knoxville, Selma Blair, Chris Isaak",Comedy
DodgeBall: A True Underdog Story,https://en.wikipedia.org/wiki/DodgeBall:_A_True_Underdog_Story,2004,Rawson Marshall Thurber,"Vince Vaughn, Ben Stiller, Christine Taylor, Rip Torn",Comedy
The Door in the Floor,https://en.wikipedia.org/wiki/The_Door_in_the_Floor,2004,Tod Williams,"Jeff Bridges, Kim Basinger, Jon Foster",Drama
Drum,https://en.wikipedia.org/wiki/Drum_(2004_film),2004,Zola Maseko,"Taye Diggs, Gabriel Mann, Jason Flemyng",Thriller
 Ella Enchanted,https://en.wikipedia.org/wiki/Ella_Enchanted_(film),2004,Tommy O'Haver,Anne Hathaway,fantasy
Envy,https://en.wikipedia.org/wiki/Envy_(2004_film),2004,Barry Levinson,"Ben Stiller, Jack Black, Rachel Weisz, Amy Poehler, Christopher Walken",Comedy
Eternal Sunshine of the Spotless Mind,https://en.wikipedia.org/wiki/Eternal_Sunshine_of_the_Spotless_Mind,2004,Michel Gondry,"Jim Carrey, Kate Winslet, Kirsten Dunst, Mark Ruffalo, Elijah Wood, Tom Wilkinson","Drama, Science fiction"
Exorcist: The Beginning,https://en.wikipedia.org/wiki/Exorcist:_The_Beginning,2004,Renny Harlin,"Stellan Skarsgård, Izabella Scorupco, James D'Arcy, Ralph Brown",Horror
EuroTrip,https://en.wikipedia.org/wiki/EuroTrip,2004,Jeff Schaffer,"Scott Mechlowicz, Jacob Pitts, Matt Damon, Michelle Trachtenberg",Comedy
 Fade to Black,https://en.wikipedia.org/wiki/Fade_to_Black_(2004_film),2004,"Pat Paulson, Michael John Warren",The career of Jay-Z,Documentary
Fahrenheit 9/11,https://en.wikipedia.org/wiki/Fahrenheit_9/11,2004,Michael Moore,"On George W. Bush, War on Terrorism, American media",Documentary
Fat Albert,https://en.wikipedia.org/wiki/Fat_Albert_(film),2004,Joel Zwick,"Kenan Thompson, Kyla Pratt",Family
Finding Neverland,https://en.wikipedia.org/wiki/Finding_Neverland_(film),2004,Marc Forster,"Johnny Depp, Kate Winslet, Julie Christie, Dustin Hoffman","Drama, Family"
The Final Cut,https://en.wikipedia.org/wiki/The_Final_Cut_(2004_film),2004,Omar Naim,"Robin Williams, Mira Sorvino, Jim Caviezel",Science fiction
First Daughter,https://en.wikipedia.org/wiki/First_Daughter_(2004_film),2004,Forest Whitaker,Katie Holmes,Comedy
Flight of the Phoenix,https://en.wikipedia.org/wiki/Flight_of_the_Phoenix_(2004_film),2004,John Moore,"Dennis Quaid, Giovanni Ribisi, Tyrese Gibson, Hugh Laurie, Miranda Otto",Adventure
The Forgotten,https://en.wikipedia.org/wiki/The_Forgotten_(2004_film),2004,Joseph Ruben,"Julianne Moore, Dominic West, Anthony Edwards, Lee Tergesen, Alfre Woodard, Gary Sinise",Thriller
Forty Shades of Blue,https://en.wikipedia.org/wiki/Forty_Shades_of_Blue,2004,Ira Sachs,"Rip Torn, Dina Korzun",Drama
Friday Night Lights,https://en.wikipedia.org/wiki/Friday_Night_Lights_(film),2004,Peter Berg,Billy Bob Thornton,"Drama, Sports"
 Gamebox 1.0,https://en.wikipedia.org/wiki/Gamebox_1.0,2004,"David Hillenbrand, Scott Hillenbrand","Nate Richert, Danielle Fishel",Science fiction
Garden State,https://en.wikipedia.org/wiki/Garden_State_(film),2004,Zach Braff,"Zach Braff, Natalie Portman, Peter Sarsgaard, Ian Holm, Method Man",Dramedy
Garfield: The Movie,https://en.wikipedia.org/wiki/Garfield:_The_Movie,2004,Peter Hewitt,"Bill Murray, Breckin Meyer, Jennifer Love Hewitt",Comedy
The Girl Next Door,https://en.wikipedia.org/wiki/The_Girl_Next_Door_(2004_film),2004,Luke Greenfield,"Elisha Cuthbert, Emile Hirsch, Timothy Olyphant",Romance
Godsend,https://en.wikipedia.org/wiki/Godsend_(2004_film),2004,Nick Hamm,"Greg Kinnear, Rebecca Romijn, Robert De Niro, Cameron Bright",Horror
Godzilla: Final Wars,https://en.wikipedia.org/wiki/Godzilla:_Final_Wars,2004,Ryuhei Kitamura,"Tsutomu Kitagawa, Masahiro Matsuoka, Rei Kikukawa",Science fiction
The Grudge,https://en.wikipedia.org/wiki/The_Grudge,2004,Takashi Shimizu,Sarah Michelle Gellar,Horror
 Hair Show,https://en.wikipedia.org/wiki/Hair_Show,2004,Leslie Small,"Kellita Smith, Mo'Nique, David Ramsey, Gina Torres",Comedy
Harold & Kumar Go to White Castle,https://en.wikipedia.org/wiki/Harold_%26_Kumar_Go_to_White_Castle,2004,Danny Leiner,"John Cho, Kal Penn, Neil Patrick Harris",Comedy
Harry Potter and the Prisoner of Azkaban,https://en.wikipedia.org/wiki/Harry_Potter_and_the_Prisoner_of_Azkaban_(film),2004,Alfonso Cuarón,"Daniel Radcliffe, Rupert Grint, Emma Watson, Robbie Coltrane, Michael Gambon, Richard Griffiths, Gary Oldman, Alan Rickman, Fiona Shaw, Maggie Smith, Timothy Spall, David Thewlis, Maggie Smith, Julie Walters, Dawn French","Family, Fantasy"
Heights,https://en.wikipedia.org/wiki/Heights_(film),2004,Chris Terrio,"Glenn Close, Elizabeth Banks, James Marsden, Jesse Bradford",Drama
Hellboy,https://en.wikipedia.org/wiki/Hellboy_(film),2004,Guillermo del Toro,"Ron Perlman, Doug Jones, Selma Blair, John Hurt, Rupert Evans",Superhero
Her Summer,https://en.wikipedia.org/wiki/Her_Summer_(film),2004,Bryan Woods,Justin Marxen,Drama
Hidalgo,https://en.wikipedia.org/wiki/Hidalgo_(film),2004,Joe Johnston,"Viggo Mortensen, Zuleikha Robinson, Omar Sharif",Drama
Highwaymen,https://en.wikipedia.org/wiki/Highwaymen_(film),2004,Robert Harmon,"Jim Caviezel, Rhona Mitra, Colm Feore",Action
A Home at the End of the World,https://en.wikipedia.org/wiki/A_Home_at_the_End_of_the_World_(film),2004,Michael Mayer,"Colin Farrell, Robin Wright Penn, Dallas Roberts, Sissy Spacek",Drama
Home on the Range,https://en.wikipedia.org/wiki/Home_on_the_Range_(2004_film),2004,"Will Finn, John Sanford","Roseanne Barr, Judi Dench, Jennifer Tilly, Cuba Gooding, Jr., Randy Quaid",Animation
Hotel Rwanda,https://en.wikipedia.org/wiki/Hotel_Rwanda,2004,Terry George,"Don Cheadle, Sophie Okonedo, Nick Nolte, Joaquin Phoenix","Drama, War"
The Hunting of the President,https://en.wikipedia.org/wiki/The_Hunting_of_the_President,2004,"Nickolas Perry, Harry Thomason",The presidency of Bill Clinton,Documentary
 I Heart Huckabees,https://en.wikipedia.org/wiki/I_Heart_Huckabees,2004,David O. Russell,"Mark Wahlberg, Dustin Hoffman, Isabelle Huppert, Jude Law, Jason Schwartzman, Lily Tomlin",Black comedy
"I, Robot","https://en.wikipedia.org/wiki/I,_Robot_(film)",2004,Alex Proyas,"Will Smith, Bridget Moynahan, Bruce Greenwood, James Cromwell, Chi McBride, Alan Tudyk, Shia LaBeouf",Sci-fi
Imaginary Heroes,https://en.wikipedia.org/wiki/Imaginary_Heroes,2004,Dan Harris,"Sigourney Weaver, Emile Hirsch, Jeff Daniels",Drama
The Incredibles,https://en.wikipedia.org/wiki/The_Incredibles,2004,Brad Bird,"voices of Craig T. Nelson, Holly Hunter, Jason Lee, Samuel L. Jackson, Sarah Vowell","Animation, Family"
In Good Company,https://en.wikipedia.org/wiki/In_Good_Company_(2004_film),2004,Paul Weitz,"Dennis Quaid, Scarlett Johansson, Topher Grace",Drama
 Jailbait,https://en.wikipedia.org/wiki/Jailbait_(2004_film),2004,Brett C. Leonard,"Michael Pitt, Stephen Adly Guirgis",Drama
Jandek on Corwood,https://en.wikipedia.org/wiki/Jandek_on_Corwood,2004,Chad Freidrichs,The music and career of Jandek,Documentary
Jersey Girl,https://en.wikipedia.org/wiki/Jersey_Girl_(2004_film),2004,Kevin Smith,"Ben Affleck, Liv Tyler, George Carlin, Stephen Root, Mike Starr, Raquel Castro, Jason Biggs, Jennifer Lopez",Comedy-drama
Johnson Family Vacation,https://en.wikipedia.org/wiki/Johnson_Family_Vacation,2004,Christopher Erskin,"Cedric the Entertainer, Vanessa L. Williams, Bow Wow, Solange Knowles, Shannon Elizabeth, Steve Harvey",Comedy
 Keane,https://en.wikipedia.org/wiki/Keane_(film),2004,Lodge Kerrigan,"Damian Lewis, Abigail Breslin, Amy Ryan",Thriller
Kill Bill Volume 2,https://en.wikipedia.org/wiki/Kill_Bill#Volume_2,2004,Quentin Tarantino,"Uma Thurman, David Carradine, Daryl Hannah, Michael Madsen, Michael Parks",Action Thriller
King Arthur,https://en.wikipedia.org/wiki/King_Arthur_(2004_film),2004,Antoine Fuqua,"Clive Owen, Keira Knightley, Stellan Skarsgård, Stephen Dillane, Ray Winstone, Hugh Dancy, Til Schweiger, Ioan Gruffudd",Adventure
Kinsey,https://en.wikipedia.org/wiki/Kinsey_(film),2004,Bill Condon,"Liam Neeson, Laura Linney, Peter Sarsgaard, Timothy Hutton, Chris O'Donnell, Oliver Platt","Biography, drama"
Knots,https://en.wikipedia.org/wiki/Knots_(film),2004,Greg Lombardo,"Scott Cohen, Annabeth Gish, Paulina Porizkova",Comedy
 Ladder 49,https://en.wikipedia.org/wiki/Ladder_49,2004,Jay Russell,"Joaquin Phoenix, John Travolta, Jay Hernandez, Morris Chestnut, Robert Patrick",Drama
The Ladykillers,https://en.wikipedia.org/wiki/The_Ladykillers_(2004_film),2004,"Ethan Coen, Joel Coen",Tom Hanks,Comedy
The Land Has Eyes,https://en.wikipedia.org/wiki/The_Land_Has_Eyes,2004,Vilsoni Hereniko,"Sapeta Taito, Rena Owen",Drama
The Last Shot,https://en.wikipedia.org/wiki/The_Last_Shot,2004,Jeff Nathanson,"Matthew Broderick, Alec Baldwin, Toni Collette, Calista Flockhart",Comedy
Lemony Snicket's A Series of Unfortunate Events,https://en.wikipedia.org/wiki/Lemony_Snicket%27s_A_Series_of_Unfortunate_Events,2004,Brad Silberling,"Jim Carrey, Jude Law, Liam Aiken, Emily Browning, Meryl Streep","Comedy, family"
The Life and Death of Peter Sellers,https://en.wikipedia.org/wiki/The_Life_and_Death_of_Peter_Sellers,2004,Stephen Hopkins,"Geoffrey Rush, Charlize Theron, Emily Watson","Biography, drama"
The Life Aquatic with Steve Zissou,https://en.wikipedia.org/wiki/The_Life_Aquatic_with_Steve_Zissou,2004,Wes Anderson,"Bill Murray, Owen Wilson, Cate Blanchett, Anjelica Huston, Jeff Goldblum, Willem Dafoe, Michael Gambon, Bud Cort",Comedy
Little Black Book,https://en.wikipedia.org/wiki/Little_Black_Book,2004,Nick Hurran,"Brittany Murphy, Holly Hunter, Kathy Bates, Ron Livingston",Romantic comedy
A Love Song for Bobby Long,https://en.wikipedia.org/wiki/A_Love_Song_for_Bobby_Long,2004,Shainee Gabel,"John Travolta, Scarlett Johansson",Drama
 Man on Fire,https://en.wikipedia.org/wiki/Man_on_Fire_(2004_film),2004,Tony Scott,"Denzel Washington, Dakota Fanning, Christopher Walken, Giancarlo Giannini, Radha Mitchell, Marc Anthony, Rachel Ticotin, Mickey Rourke",Crime drama
The Manchurian Candidate,https://en.wikipedia.org/wiki/The_Manchurian_Candidate_(2004_film),2004,Jonathan Demme,"Denzel Washington, Meryl Streep, Liev Schreiber, Jon Voight, Kimberly Elise, Vera Farmiga, Jeffrey Wright","Drama, Thriller"
Maria Full of Grace,https://en.wikipedia.org/wiki/Maria_Full_of_Grace,2004,Joshua Marston,Catalina Sandino Moreno,Drama
Mean Creek,https://en.wikipedia.org/wiki/Mean_Creek,2004,Jacob Aaron Estes,"Rory Culkin, Trevor Morgan, Scott Mechlowicz, Carly Schroeder, Josh Peck",Drama
Mean Girls,https://en.wikipedia.org/wiki/Mean_Girls,2004,Mark Waters,"Lindsay Lohan, Rachel McAdams, Lacey Chabert, Amanda Seyfried, Tina Fey",Comedy
Meet the Fockers,https://en.wikipedia.org/wiki/Meet_the_Fockers,2004,Jay Roach,"Ben Stiller, Robert De Niro, Teri Polo, Blythe Danner, Dustin Hoffman, Barbra Streisand",Comedy
The Merchant of Venice,https://en.wikipedia.org/wiki/The_Merchant_of_Venice_(2004_film),2004,Michael Radford,"Al Pacino, Jeremy Irons, Joseph Fiennes, Lynn Collins",Drama
Melinda and Melinda,https://en.wikipedia.org/wiki/Melinda_and_Melinda,2004,Woody Allen,"Chiwetel Ejiofor, Will Ferrell, Jonny Lee Miller, Radha Mitchell, Amanda Peet, Chloë Sevigny, Wallace Shawn",Comedy-drama
Million Dollar Baby,https://en.wikipedia.org/wiki/Million_Dollar_Baby,2004,Clint Eastwood,"Clint Eastwood, Hilary Swank, Morgan Freeman, Jay Baruchel, Anthony Mackie",Drama
Mindbenders,https://en.wikipedia.org/wiki/Mindbenders_(film),2004,Anthony Wayne Pettus,"Tomiko Martinez, Jennifer Goodrich, Nicole Turner",Science fiction
Mindhunters,https://en.wikipedia.org/wiki/Mindhunters,2004,Renny Harlin,"LL Cool J, Jonny Lee Miller, Kathryn Morris, Patricia Velasquez, Clifton Collins, Jr., Eion Bailey, Will Kemp, Val Kilmer, Christian Slater",Thriller
Miracle,https://en.wikipedia.org/wiki/Miracle_(2004_film),2004,Gavin O'Connor,Kurt Russell,"Drama, Family"
Modigliani,https://en.wikipedia.org/wiki/Modigliani_(film),2004,Mick Davis,Andy García,Biography
Mojados: Through the Night,https://en.wikipedia.org/wiki/Mojados:_Through_the_Night,2004,Tommy Davis,Illegal immigration to the United States,Documentary
Mondovino,https://en.wikipedia.org/wiki/Mondovino,2004,Jonathan Nossiter,the impact of the globalization of wine,Documentary
The Motorcycle Diaries,https://en.wikipedia.org/wiki/The_Motorcycle_Diaries_(film),2004,Walter Salles,"Gael García Bernal, Rodrigo de la Serna",Biography
Mr. 3000,https://en.wikipedia.org/wiki/Mr._3000,2004,Charles Stone III,"Bernie Mac, Angela Bassett, Paul Sorvino, Chris Noth",Comedy
My Baby's Daddy,https://en.wikipedia.org/wiki/My_Baby%27s_Daddy,2004,Cheryl Dunye,"Eddie Griffin, Anthony Anderson, Michael Imperioli, Method Man",Comedy
Mysterious Skin,https://en.wikipedia.org/wiki/Mysterious_Skin,2004,Gregg Araki,"Joseph Gordon-Levitt, Brady Corbet, Michelle Trachtenberg",Drama
 Napoleon Dynamite,https://en.wikipedia.org/wiki/Napoleon_Dynamite,2004,Jared Hess,Jon Heder,Comedy
National Treasure,https://en.wikipedia.org/wiki/National_Treasure_(film),2004,Jon Turteltaub,"Nicolas Cage, Diane Kruger, Justin Bartha, Jon Voight, Harvey Keitel, Sean Bean, Christopher Plummer",Adventure
Never Die Alone,https://en.wikipedia.org/wiki/Never_Die_Alone,2004,Ernest R. Dickerson,"DMX, David Arquette",Crime drama
New York Minute,https://en.wikipedia.org/wiki/New_York_Minute_(film),2004,Dennie Gordon,"Mary-Kate and Ashley Olsen, Eugene Levy",Comedy
Noel,https://en.wikipedia.org/wiki/Noel_(film),2004,Chazz Palminteri,"Susan Sarandon, Alan Arkin, Penélope Cruz",Drama
The Notebook,https://en.wikipedia.org/wiki/The_Notebook_(2004_film),2004,Nick Cassavetes,"Ryan Gosling, Rachel McAdams, James Marsden, James Garner, Gena Rowlands",Romance
November,https://en.wikipedia.org/wiki/November_(film),2004,Greg Harrison,Courteney Cox,Thriller
Ocean's Twelve,https://en.wikipedia.org/wiki/Ocean%27s_Twelve,2004,Steven Soderbergh,"George Clooney, Brad Pitt, Matt Damon, Catherine Zeta-Jones, Andy García, Don Cheadle, Bernie Mac, Julia Roberts","Comedy, Crime"
Otaku Unite!,https://en.wikipedia.org/wiki/Otaku_Unite!,2004,Eric Bresler,,Documentary
P.S.,https://en.wikipedia.org/wiki/P.S._(film),2004,Dylan Kidd,"Laura Linney, Topher Grace, Gabriel Byrne",Romance
Palindromes,https://en.wikipedia.org/wiki/Palindromes_(film),2004,Todd Solondz,"Ellen Barkin, Matthew Faber, Rachel Corr",Drama
Paparazzi,https://en.wikipedia.org/wiki/Paparazzi_(2004_film),2004,Paul Abascal,"Cole Hauser, Robin Tunney, Tom Sizemore, Daniel Baldwin",Action
The Passion of the Christ,https://en.wikipedia.org/wiki/The_Passion_of_the_Christ,2004,Mel Gibson,"Jim Caviezel, Monica Bellucci",Drama
The Perfect Score,https://en.wikipedia.org/wiki/The_Perfect_Score,2004,Brian Robbins,"Scarlett Johansson, Erika Christensen, Chris Evans, Darius Miles",Crime
The Phantom of the Opera,https://en.wikipedia.org/wiki/The_Phantom_of_the_Opera_(2004_film),2004,Joel Schumacher,"Gerard Butler, Emmy Rossum, Patrick Wilson",Musical
The Polar Express,https://en.wikipedia.org/wiki/The_Polar_Express_(film),2004,Robert Zemeckis,"Tom Hanks, Daryl Sabara","Animation, Family"
Primer,https://en.wikipedia.org/wiki/Primer_(film),2004,Shane Carruth,"Shane Carruth, David Sullivan",Science fiction
The Prince and Me,https://en.wikipedia.org/wiki/The_Prince_and_Me,2004,Martha Coolidge,"Julia Stiles, Luke Mably, Ben Miller",Comedy
The Princess Diaries 2: Royal Engagement,https://en.wikipedia.org/wiki/The_Princess_Diaries_2:_Royal_Engagement,2004,Garry Marshall,"Anne Hathaway, Julie Andrews, Héctor Elizondo, Raven-Symoné, Chris Pine, Heather Matarazzo",Comedy
Proud,https://en.wikipedia.org/wiki/Proud_(film),2004,Mary Pat Kelly,Reggie Austin,Drama
The Punisher,https://en.wikipedia.org/wiki/The_Punisher_(2004_film),2004,Jonathan Hensleigh,"Thomas Jane, John Travolta, Rebecca Romijn",Superhero
 Raise Your Voice,https://en.wikipedia.org/wiki/Raise_Your_Voice,2004,Sean McNamara,Hilary Duff,Musical
Raising Helen,https://en.wikipedia.org/wiki/Raising_Helen,2004,Garry Marshall,"Kate Hudson, John Corbett, Joan Cusack, Hayden Panettiere, Spencer Breslin, Helen Mirren, Abigail Breslin",Comedy
Ray,https://en.wikipedia.org/wiki/Ray_(film),2004,Taylor Hackford,Jamie Foxx,Biography
Riding Giants,https://en.wikipedia.org/wiki/Riding_Giants,2004,Stacy Peralta,The art of big wave surfing,Documentary
Riding the Bullet,https://en.wikipedia.org/wiki/Riding_the_Bullet_(film),2004,Mick Garris,"Jonathan Jackson, David Arquette, Cliff Robertson",Horror
Ripley's Game,https://en.wikipedia.org/wiki/Ripley%27s_Game,2004,Liliana Cavani,"John Malkovich, Dougray Scott, Ray Winstone, Chiara Caselli, Lena Headey",Thriller
 Saved!,https://en.wikipedia.org/wiki/Saved!,2004,Brian Dannelly,"Jena Malone, Mandy Moore, Macaulay Culkin, Patrick Fugit, Heather Matarazzo, Eva Amurri, Martin Donovan, Mary-Louise Parker","Comedy, Teen"
Saw,https://en.wikipedia.org/wiki/Saw_(2004_film),2004,James Wan,"Cary Elwes, Leigh Whannell, Danny Glover, Monica Potter",Psychological Horror
Scooby-Doo 2: Monsters Unleashed,https://en.wikipedia.org/wiki/Scooby-Doo_2:_Monsters_Unleashed,2004,Raja Gosnell,"Freddie Prinze, Jr., Sarah Michelle Gellar, Matthew Lillard, Linda Cardellini","Comedy, Family"
Secret Window,https://en.wikipedia.org/wiki/Secret_Window,2004,David Koepp,"Johnny Depp, John Turturro, Timothy Hutton",Thriller
Seed of Chucky,https://en.wikipedia.org/wiki/Seed_of_Chucky,2004,Don Mancini,"Jennifer Tilly, Redman, Hannah Spearritt, John Waters",Horror
Shall We Dance?,https://en.wikipedia.org/wiki/Shall_We_Dance%3F_(2004_film),2004,Peter Chelsom,"Richard Gere, Jennifer Lopez, Susan Sarandon",Romance
Shark Tale,https://en.wikipedia.org/wiki/Shark_Tale,2004,"Bibo Bergeron, Vicky Jenson, Rob Letterman","Will Smith, Jack Black, Renée Zellweger, Angelina Jolie, Robert De Niro, Martin Scorsese","Animation, family"
She Hate Me,https://en.wikipedia.org/wiki/She_Hate_Me,2004,Spike Lee,"Anthony Mackie, Kerry Washington, Ellen Barkin, Monica Bellucci, Jim Brown, Brian Dennehy, Woody Harrelson, Bai Ling, Q-Tip, Dania Ramirez, John Turturro",Comedy-drama
Shrek 2,https://en.wikipedia.org/wiki/Shrek_2,2004,"Andrew Adamson, Kelly Asbury, Conrad Vernon","Mike Myers, Cameron Diaz, Eddie Murphy, Antonio Banderas","Animation, family"
Sideways,https://en.wikipedia.org/wiki/Sideways,2004,Alexander Payne,"Paul Giamatti, Thomas Haden Church, Virginia Madsen, Sandra Oh",Comedy
