Movie,URL,Year,Director,Cast,Genre,Movie_ID
Changing the Game,https://en.wikipedia.org/wiki/Changing_the_Game_(film),2012,Rel Dowdell,"Tony Todd, Sean Riggs, Irma P. Hall, Sticky Fingaz, Brandon Ruckdashel, Dennis L.A. White",Drama,2984
Chasing Ice,https://en.wikipedia.org/wiki/Chasing_Ice,2012,Jeff Orlowski,Publicizing the effects of climate change,Documentary,2985
Chasing Mavericks,https://en.wikipedia.org/wiki/Chasing_Mavericks,2012,Curtis Hanson and Michael Apted,"Gerard Butler, Jonny Weston, Elisabeth Shue, Abigail Spencer, Leven Rambin, Taylor Handley, Scott Eastwood, Greg Long, Peter Mel, Zach Wormhoudt","Biography, Drama",2986
Chernobyl Diaries,https://en.wikipedia.org/wiki/Chernobyl_Diaries,2012,Bradley Parker,"Jesse McCartney, Jonathan Sadowski, Devin Kelley, Olivia Taylor Dudley, Nathan Phillips, Ingrid Bolsø Berdal, Dimitri Diatchenko",Horror,2987
Chimpanzee,https://en.wikipedia.org/wiki/Chimpanzee_(film),2012,Alastair Fothergill and Mark Linfield,A young chimpanzee named Oscar finds himself alone in the African forests until he is adopted by another chimpanzee. Narrated by Tim Allen.,Nature documentary,2988
"Christmas Story 2, AA Christmas Story 2",https://en.wikipedia.org/wiki/A_Christmas_Story_2,2012,Brian Levant,"Braeden Lemasters, Daniel Stern, Stacey Travis, Valin Shinyei, David W. Thompson",Family,2989
Christmas with the Dead,https://en.wikipedia.org/wiki/Christmas_with_the_Dead_(film),2012,Terrill Lee Lankford,"Damian Maffei, Brad Maule, Kasey Lansdale",Horror,2990
Chronicle,https://en.wikipedia.org/wiki/Chronicle_(film),2012,Josh Trank,"Dane DeHaan, Michael B. Jordan, Alex Russell, Michael Kelly, Ashley Hinshaw, Anna Wood, Joe Vaz",Science fiction,2991
"Citizen, TheThe Citizen",https://en.wikipedia.org/wiki/The_Citizen_(film),2012,Sam Kadi,"Khaled El Nabawy, Agnes Bruckner, Rizwan Manji",Drama,2992
Clash of the Empires,https://en.wikipedia.org/wiki/Clash_of_the_Empires,2012,Joseph Lawson,"Christopher Judge, Bai Ling, Sun Korng, Kyle Morris",Fantasy,2993
Cloud Atlas,https://en.wikipedia.org/wiki/Cloud_Atlas_(film),2012,Lana and Andy Wachowski and Tom Tykwer,"Tom Hanks, Halle Berry, Jim Broadbent, Hugo Weaving, Jim Sturgess, Bae Doona, Ben Whishaw, James D'Arcy, Zhou Xun, Keith David, David Gyasi, Susan Sarandon, Hugh Grant","Adventure, Drama, Epic",2994
"Cold Light of Day, TheThe Cold Light of Day",https://en.wikipedia.org/wiki/The_Cold_Light_of_Day_(2012_film),2012,Mabrouk El Mechri,"Henry Cavill, Sigourney Weaver and Bruce Willis, Verónica Echegui, Roschdy Zem, Oscar Jaenada, Joseph Mawle, Caroline Goodall, Rafi Gavron, Emma Hamilton, Michael Budd, Jim Piddock, Paloma Bloyd, Colm Meaney",Action thriller,2995
"Collection, TheThe Collection",https://en.wikipedia.org/wiki/The_Collection_(film),2012,Marcus Dunstan,"Josh Stewart, Courtney Lauren Cumming, Christopher McDonald, Lee Tergesen, Randall Archer, Shannon Kane","Horror, Thriller",2996
Come Morning,https://en.wikipedia.org/wiki/Come_Morning,2012,Derrick Sims,"Michael Ray Davis, Thor Wahlestedt, Elise Rovinsky, Thomas Moore, Blake Logan",Thriller,2997
"Comedy, TheThe Comedy",https://en.wikipedia.org/wiki/The_Comedy,2012,Rick Alverson,"Tim Heidecker, Eric Wareheim, Kate Lyn Sheil, Alexia Rasmussen, Gregg Turkington, James Murphy",Black comedy,2998
Compliance,https://en.wikipedia.org/wiki/Compliance_(film),2012,Craig Zobel,"Ann Dowd, Dreama Walker, Pat Healy, Bill Camp, Ashlie Atkinson, Phillip Ettinger, James McCaffrey",Drama,2999
Contraband,https://en.wikipedia.org/wiki/Contraband_(2012_film),2012,Baltasar Kormákur,"Mark Wahlberg, Kate Beckinsale, Ben Foster, Giovanni Ribisi, Caleb Landry Jones, Lukas Haas, Diego Luna, J. K. Simmons",Action thriller,3000
Cowgirls 'n Angels,https://en.wikipedia.org/wiki/Cowgirls_%27n_Angels,2012,Timothy Armstrong,"Bailee Madison, James Cromwell, Jackson Rathbone, Alicia Witt, Kathleen Rose Perkins, Frankie Faison",Family,3001
Crave,https://en.wikipedia.org/wiki/Crave_(film),2012,Charles de Lauzirika,"Josh Lawson, Emma Lung, Ron Perlman, Edward Furlong, Christopher Stapleton, William Gines",Drama,3002
Crazy Eyes,https://en.wikipedia.org/wiki/Crazy_Eyes_(film),2012,Adam Sherman,"Lukas Haas, Madeline Zima, Jake Busey, Tania Raymonde, Ray Wise",Drama,3003
Crooked Arrows,https://en.wikipedia.org/wiki/Crooked_Arrows,2012,Steve Rash,"Brandon Routh, Crystal Allen, Chelsea Ricketts, Dennis Ambriz, Michael Hudson, Gil Birmingham, Tyler Hill","Drama, Sports",3004
Damsels in Distress,https://en.wikipedia.org/wiki/Damsels_in_Distress,2012,Whit Stillman,"Greta Gerwig, Adam Brody, Analeigh Tipton, Megalyn Echikunwoke, Carrie MacLemore, Hugo Becker, Billy Magnussen, Ryan Metcalf, Caitlin Fitzgerald, Jermaine Crawford, Aubrey Plaza, Zach Woods, Taylor Nichols, Carolyn Farina",Dramedy,3005
"Dark Knight Rises, TheThe Dark Knight Rises",https://en.wikipedia.org/wiki/The_Dark_Knight_Rises,2012,Christopher Nolan,"Christian Bale, Michael Caine, Gary Oldman, Tom Hardy, Anne Hathaway, Marion Cotillard, Joseph Gordon-Levitt, Morgan Freeman","Crime drama, Superhero",3006
Dark Shadows,https://en.wikipedia.org/wiki/Dark_Shadows_(film),2012,Tim Burton,"Johnny Depp, Michelle Pfeiffer, Helena Bonham Carter, Eva Green, Jackie Earle Haley, Bella Heathcote, Chloë Grace Moretz, Jonny Lee Miller, Gulliver McGrath",Horror comedy,3007
Dark Tide,https://en.wikipedia.org/wiki/Dark_Tide,2012,John Stockwell,"Halle Berry, Olivier Martinez, Ralph Brown, Luke Tyler, Mark Elderkin",Action,3008
"Dark Truth, AA Dark Truth",https://en.wikipedia.org/wiki/A_Dark_Truth,2012,Damian Lee,"Andy Garcia, Kim Coates, Deborah Kara Unger, Eva Longoria, Forest Whitaker",Thriller,3009
Darling Companion,https://en.wikipedia.org/wiki/Darling_Companion,2012,Lawrence Kasdan,"Mark Duplass, Richard Jenkins, Diane Keaton, Kevin Kline, Elisabeth Moss, Sam Shepard, Dianne Wiest, Ayelet Zurer",Comedy,3010
Day One,https://en.wikipedia.org/wiki/Day_One_(2012_film),2012,Nathan Frankowski,"Kat Dennings, Chad Michael Murray, Rupert Friend, Corbin Bleu, Juliana Harkavy, Brian Patrick Clarke",Drama,3011
Dead Before Dawn,https://en.wikipedia.org/wiki/Dead_Before_Dawn,2012,April Mullen,"Devon Bostick, Christopher Lloyd, Martha MacIsaac, Brandon Jay McLaren",Horror comedy,3012
Dead Man's Burden,https://en.wikipedia.org/wiki/Dead_Man%27s_Burden,2012,Jared Moshe,"Barlow Jacobs, Clare Bowen, David Call, Richard Riehle, Joseph Lyle Taylor",Western,3013
Deadfall,https://en.wikipedia.org/wiki/Deadfall_(2012_film),2012,Stefan Ruzowitzky,"Eric Bana, Olivia Wilde, Jason Cavalier, Charlie Hunnam, Kris Kristofferson, Alain Goulem",Drama,3014
Deadline,https://en.wikipedia.org/wiki/Deadline_(2012_film),2012,Curt Hahn,"Eric Roberts, Steve Talley, J.D. Souther, David Dwyer",Drama,3015
Death Race 3: Inferno,https://en.wikipedia.org/wiki/Death_Race_3:_Inferno,2012,Roel Reiné,"Luke Goss, Danny Trejo, Ving Rhames, Robin Shou, Eugene Khumbanyiwa",Action,3016
Deep Dark Canyon,https://en.wikipedia.org/wiki/Deep_Dark_Canyon,2012,Abe Levy,"Ted Levine, Spencer Treat Clark, Nick Eversman, Martin Starr, Matthew Lillard",Thriller,3017
Detachment,https://en.wikipedia.org/wiki/Detachment_(film),2012,Tony Kaye,"Adrien Brody, Marcia Gay Harden, Christina Hendricks, William Petersen, Bryan Cranston, Tim Blake Nelson, Betty Kaye, Sami Gayle, Lucy Liu, Blythe Danner, James Caan",Drama,3018
Detention of the Dead,https://en.wikipedia.org/wiki/Detention_of_the_Dead,2012,Alex Craig Mann,"Jacob Zachar, Alexa Nikolas, Christa B. Allen, Jayson Blair",Horror comedy,3019
"Devil Inside, TheThe Devil Inside",https://en.wikipedia.org/wiki/The_Devil_Inside_(film),2012,William Brent Bell,"Fernanda Andrade, Simon Quarterman, Evan Helmuth, Ionut Grama, Suzan Crowley, Bonnie Morgan, Brian Johnson, Preston James Hillier, D. T. Carney",Horror,3020
Diary of a Wimpy Kid: Dog Days,https://en.wikipedia.org/wiki/Diary_of_a_Wimpy_Kid:_Dog_Days_(film),2012,David Bowers,"Zachary Gordon, Steve Zahn, Robert Capron, Devon Bostick, Rachael Harris, Connor Fielding, Owen Fielding, Peyton List, Karan Brar, Melissa Roxburgh, Grayson Russell, Laine MacNeil, Sachin Tyler Sadachcharan",Comedy,3021
"Dictator, TheThe Dictator",https://en.wikipedia.org/wiki/The_Dictator_(2012_film),2012,Larry Charles,"Sacha Baron Cohen, Anna Faris, Ben Kingsley, Jason Mantzoukas, John C. Reilly, Megan Fox, B. J. Novak, Bobby Lee, Kevin Corrigan, J. B. Smoove, Adeel Akhtar, Fred Melamed",Comedy,3022
Divorce Invitation,https://en.wikipedia.org/wiki/Divorce_Invitation,2012,S.V. Krishna Reddy,"Jamie-Lynn Sigler, Jonathan Bennett, Paul Sorvino, Lainie Kazan, Elliott Gould",Romantic comedy,3023
Django Unchained,https://en.wikipedia.org/wiki/Django_Unchained,2012,Quentin Tarantino,"Jamie Foxx, Christoph Waltz, Leonardo DiCaprio, Kerry Washington, Samuel L. Jackson, Walton Goggins, Dennis Christopher, James Remar, Michael Parks, Don Johnson, Laura Cayouette, James Russo, Tom Wopat, Misty Upham, Rex Linn, Cooper Huckabee, Doc Duhame, M. C. Gainey, Bruce Dern, Ned Bellamy, Franco Nero, Jonah Hill, Robert Carradine, James Parks, Tom Savini, Quentin Tarantino",Western,3024
"Do-Deca-Pentathlon, TheThe Do-Deca-Pentathlon",https://en.wikipedia.org/wiki/The_Do-Deca-Pentathlon,2012,"Jay Duplass, Mark Duplass","Mark Kelly, Steve Zissis, Jennifer Lafleur, Julie Vorus",Comedy,3025
Don't Change the Subject,https://en.wikipedia.org/wiki/Don%27t_Change_the_Subject,2012,Mike Stutz,Focuses on suicide and using the concept of changing topic,Documentary,3026
Dracula Reborn,https://en.wikipedia.org/wiki/Dracula_Reborn,2012,Patrick McManus,"Corey Landis, Victoria Summer, Krash Miller, Stuart Rigby, Ian Pfister",Horror,3027
Dragon Eyes,https://en.wikipedia.org/wiki/Dragon_Eyes,2012,John Hyams,"Cung Le, Peter Weller, Jean-Claude Van Damme, Crystal Mantecon, Kristopher Van Varenberg",Action,3028
Dysfunctional Friends,https://en.wikipedia.org/wiki/Dysfunctional_Friends,2012,Corey Grant,"Stacey Dash, Reagan Gomez-Preston, Wesley Jonathan, Stacy Keibler, Terrell Owens",Comedy,3029
Eating Out 5: The Open Weekend,https://en.wikipedia.org/wiki/Eating_Out_5:_The_Open_Weekend,2012,Q. Allan Brocka,"Chris Salvatore, Harmony Santana, Aaron Milo, Chris Puckett, Daniel Skelton",Comedy,3030
Eden,https://en.wikipedia.org/wiki/Eden_(2012_film),2012,Megan Griffiths,"Jamie Chung, Matt O'Leary, Beau Bridges, Scott Mechlowicz",Thriller,3031
Elevator,https://en.wikipedia.org/wiki/Elevator_(2012_film),2012,Stig Svendsen,"Christopher Backus, Anita Briem, John Getz, The Pace Twins, Devin Ratray",Thriller,3032
Elf-Man,https://en.wikipedia.org/wiki/Elf-Man,2012,Ethan Wiley,"Wee Man, Jeffrey Combs, Mackenzie Astin, Carly Robell",Comedy,3033
"End of Love, TheThe End of Love",https://en.wikipedia.org/wiki/The_End_of_Love,2012,Mark Webber,"Mark Webber, Shannyn Sossamon, Amanda Seyfried, Aubrey Plaza",Drama,3034
End of Watch,https://en.wikipedia.org/wiki/End_of_Watch,2012,David Ayer,"Jake Gyllenhaal, Michael Peña, Anna Kendrick, Natalie Martinez, America Ferrera, Frank Grillo, David Harbour",Crime drama,3035
Evidence,https://en.wikipedia.org/wiki/Evidence_(2012_film),2012,Howie Askins,"Ryan McCoy, Brett Rosenberg, Abigail Richie, Ashley Bracken, Zack Fahey, Blaine Gray",Horror,3036
Evil Head,https://en.wikipedia.org/wiki/Evil_Head,2012,Doug Sakmann,"Joanna Angel, Tommy Pistol, Veruca James, Danny Wylde",Horror,3037
Excision,https://en.wikipedia.org/wiki/Excision_(film),2012,"Richard Bates, Jr.","AnnaLynne McCord, Traci Lords, Ariel Winter, Roger Bart, Jeremy Sumpter, Malcolm McDowell",Horror,3038
Exit Strategy,https://en.wikipedia.org/wiki/Exit_Strategy_(film),2012,Michael Whitton,"Jameel Saleem, Noelle Balfour, Kimelia Weathers, Fuzzy Fantabulous, Liz Hernandez",Romantic Comedy,3039
"Expendables 2, TheThe Expendables 2",https://en.wikipedia.org/wiki/The_Expendables_2,2012,Simon West,"Sylvester Stallone, Jason Statham, Jet Li, Dolph Lundgren, Chuck Norris, Terry Crews, Randy Couture, Liam Hemsworth, Jean-Claude Van Damme, Bruce Willis, Arnold Schwarzenegger, Scott Adkins, Yu Nan, Amanda Ooms, Novak Djokovic",Action,3040
Extracted,https://en.wikipedia.org/wiki/Extracted,2012,Nir Paniry,"Sasha Roiz, Rodney Eastman, Dominic Bogart, Jenny Molin, Nick Jamison, Brad Culver",Thriller,3041
Filly Brown,https://en.wikipedia.org/wiki/Filly_Brown,2012,Youssef Delara,"Jenni Rivera, Lou Diamond Phillips, Edward James Olmos, Emilio Rivera",Drama,3042
Finding Nemo 3D,https://en.wikipedia.org/wiki/Finding_Nemo,2012,"Andrew Stanton, Lee Unkrich (co-director)","Albert Brooks, Ellen DeGeneres, Alexander Gould, Willem Dafoe, Barry Humphries, Eric Bana, Bruce Spence, Allison Janney, Elizabeth Perkins, Geoffrey Rush, Brad Garrett, Austin Pendleton, Stephen Root, Vicki Lewis","Adventure, Animated",3043
Fire with Fire,https://en.wikipedia.org/wiki/Fire_with_Fire_(2012_film),2012,David Barrett,"Josh Duhamel, 50 Cent, Bruce Willis, Vincent D'Onofrio, Richard Schiff",Action,3044
"First Time, TheThe First Time",https://en.wikipedia.org/wiki/The_First_Time_(2012_film),2012,Jon Kasdan,"Dylan O'Brien, Britt Robertson, Craig Roberts, Joshua Malina, James Frecheville",Comedy,3045
"Fitzgerald Family Christmas, TheThe Fitzgerald Family Christmas",https://en.wikipedia.org/wiki/The_Fitzgerald_Family_Christmas,2012,Edward Burns,"Edward Burns, Connie Britton, Heather Burns, Kerry Bishé, Marsha Dietlein",Comedy,3046
"Five-Year Engagement, TheThe Five-Year Engagement",https://en.wikipedia.org/wiki/The_Five-Year_Engagement,2012,Nicholas Stoller,"Jason Segel, Emily Blunt, Alison Brie, Rhys Ifans, Chris Pratt, Kevin Hart, Mindy Kaling, Chris Parnell, Dakota Johnson, David Paymer, Mimi Kennedy, Brian Posehn, Jacki Weaver",Romantic comedy,3047
Flicka: Country Pride,https://en.wikipedia.org/wiki/Flicka:_Country_Pride,2012,Michael Damian,"Clint Black, Lisa Hartman-Black, Kacey Rohl, Siobhan Williams, Lily Pearl Black","Family film, Direct-to-DVD",3048
Flight,https://en.wikipedia.org/wiki/Flight_(2012_film),2012,Robert Zemeckis,"Denzel Washington, Don Cheadle, Kelly Reilly, John Goodman, Bruce Greenwood and Melissa Leo, Tamara Tunie, Nadine Velazquez",Drama,3049
"For a Good Time, Call...","https://en.wikipedia.org/wiki/For_a_Good_Time,_Call...",2012,Jamie Travis,"Ari Graynor, Lauren Miller, Mark Webber and Justin Long, Seth Rogen, Mimi Rogers, Nia Vardalos, James Wolk",Comedy,3050
For Ellen,https://en.wikipedia.org/wiki/For_Ellen,2012,So Yong Kim,"Paul Dano, Jon Heder, Jena Malone, Margarita Levieva, Shaylena Mandigo",Drama,3051
For the Love of Money,https://en.wikipedia.org/wiki/For_the_Love_of_Money_(film),2012,Ellie Kanner-Zuckerman,"Yehuda Levi, Delphine Chanéac, Cody Longo, Jeffrey Tambor, Jonathan Lipnicki","Action, Drama",3052
"Forger, TheThe Forger",https://en.wikipedia.org/wiki/The_Forger_(2012_film),2012,Lawrence Roeck,"Josh Hutcherson, Hayden Panettiere, Lauren Bacall, Alfred Molina, Dina Eastwood",Drama,3053
Forgetting the Girl,https://en.wikipedia.org/wiki/Forgetting_the_Girl_(film),2012,Nate Taylor,"Christopher Denham, Anna Camp, Elizabeth Rice, Paul Sparks, Joel de la Fuente",Drama,3054
Fortress,https://en.wikipedia.org/wiki/Fortress_(2012_film),2012,Michael R. Phillips,"Bug Hall, Donnie Jeffcoat, Sean McGowan, Manu Intiraymi, Howard Gibson",Drama,3055
Frankenweenie,https://en.wikipedia.org/wiki/Frankenweenie_(2012_film),2012,Tim Burton,"Catherine O'Hara, Martin Short, Martin Landau, Charlie Tahan, Atticus Shaffer, Winona Ryder, Robert Capron, Conchata Ferrell","Animated, Horror comedy",3056
Friends with Kids,https://en.wikipedia.org/wiki/Friends_with_Kids,2012,Jennifer Westfeldt,"Adam Scott, Jennifer Westfeldt, Jon Hamm, Kristen Wiig, Maya Rudolph, Chris O'Dowd, Megan Fox, Edward Burns",Comedy,3057
Fun Size,https://en.wikipedia.org/wiki/Fun_Size,2012,Josh Schwartz,"Victoria Justice, Thomas Mann, Jane Levy, Chelsea Handler, Thomas McDonell, Osric Chau, Jackson Nicoll, Josh Pence, Johnny Knoxville (uncredited), Thomas Middleditch, Ana Gasteyer, Holmes Osborne, James Pumphrey, Willam Belli, Peter Navy Tuiasosopo","Comedy, Teen",3058
Gambit,https://en.wikipedia.org/wiki/Gambit_(2012_film),2012,Michael Hoffman,"Colin Firth, Cameron Diaz, Alan Rickman, Tom Courtenay, Stanley Tucci",Comedy,3059
Gayby,https://en.wikipedia.org/wiki/Gayby,2012,Jonathan Lisecki,"Jenn Harris, Matthew Wilkas",Comedy,3060
Ghost Rider: Spirit of Vengeance,https://en.wikipedia.org/wiki/Ghost_Rider:_Spirit_of_Vengeance,2012,Neveldine/Taylor,"Nicolas Cage, Ciarán Hinds, Violante Placido, Johnny Whitworth, Christopher Lambert, Idris Elba",Superhero,3061
Girl in Progress,https://en.wikipedia.org/wiki/Girl_in_Progress,2012,Patricia Riggen,"Eva Mendes, Matthew Modine, Cierra Ramirez, Patricia Arquette, Eugenio Derbez",Comedy-drama,3062
God Bless America,https://en.wikipedia.org/wiki/God_Bless_America_(film),2012,Bobcat Goldthwait,"Joel Murray, Tara Lynne Barr, Mackenzie Brooke Smith, Melinda Page Hamilton",Comedy,3063
Gone,https://en.wikipedia.org/wiki/Gone_(2012_film),2012,Heitor Dhalia,"Amanda Seyfried, Daniel Sunjata, Jennifer Carpenter, Sebastian Stan, Wes Bentley",Thriller,3064
Good Deeds,https://en.wikipedia.org/wiki/Good_Deeds,2012,Tyler Perry,"Tyler Perry, Thandie Newton, Brian J. White, Eddie Cibrian, Rebecca Romijn, Jamie Kennedy, Phylicia Rashād, Gabrielle Union",Romantic drama,3065
The Grey,https://en.wikipedia.org/wiki/The_Grey_(film),2012,Joe Carnahan,"Liam Neeson, Frank Grillo, Dermot Mulroney, Dallas Roberts, Joe Anderson, Nonso Anozie, James Badge Dale","Action thriller, Adventure drama",3066
The Guilt Trip,https://en.wikipedia.org/wiki/The_Guilt_Trip_(film),2012,Anne Fletcher,"Barbra Streisand, Seth Rogen",Comedy,3067
Haywire,https://en.wikipedia.org/wiki/Haywire_(film),2012,Steven Soderbergh,"Gina Carano, Michael Fassbender, Ewan McGregor, Bill Paxton, Channing Tatum, Mathieu Kassovitz, Michael Angarano, with Antonio Banderas and Michael Douglas",Action thriller,3068
Hello I Must Be Going,https://en.wikipedia.org/wiki/Hello_I_Must_Be_Going_(2012_film),2012,Todd Louiso,"Melanie Lynskey, Blythe Danner, Christopher Abbott, John Rubinstein, Dan Futterman, Julie White","Dramedy, Romance",3069
Here Comes the Boom,https://en.wikipedia.org/wiki/Here_Comes_the_Boom,2012,Frank Coraci,"Kevin James, Salma Hayek, Henry Winkler, Charice Pempengco, Bas Rutten, Reggie Lee, Joe Rogan, Mike Goldberg, Greg Germann, Jason Miller, Melissa Peterman, Bruce Buffer, Krzysztof Soszynski","Comedy, Sports",3070
Hick,https://en.wikipedia.org/wiki/Hick_(2011_film),2012,Derick Martini,"Chloë Grace Moretz, Eddie Redmayne, Ray McKinnon, Rory Culkin, Juliette Lewis, Blake Lively, Alec Baldwin",Drama,3071
High School,https://en.wikipedia.org/wiki/High_School_(2012_film),2012,"John Stalberg, Jr.","Adrien Brody, Sean Marquette, Matt Bush, Colin Hanks, Adhir Kalyan and Michael Chiklis, Robert Bailey, Jr., Mykelti Williamson, Andrew Wilson",Comedy,3072
Hit and Run,https://en.wikipedia.org/wiki/Hit_and_Run_(2012_film),2012,"Dax Shepard, David Palmer","Dax Shepard, Kristen Bell, Bradley Cooper, Tom Arnold, Kristin Chenoweth, Michael Rosenbaum, Joy Bryant, Ryan Hansen, Beau Bridges",Action comedy,3073
Hope Springs,https://en.wikipedia.org/wiki/Hope_Springs_(2012_film),2012,David Frankel,"Meryl Streep, Tommy Lee Jones, Steve Carell",Comedy,3074
Hotel Transylvania,https://en.wikipedia.org/wiki/Hotel_Transylvania,2012,Genndy Tartakovsky,"Adam Sandler, Andy Samberg, Selena Gomez, Kevin James, Fran Drescher, Steve Buscemi, Molly Shannon, David Spade, Cee Lo Green","Animated, Comedy",3075
House at the End of the Street,https://en.wikipedia.org/wiki/House_at_the_End_of_the_Street,2012,Mark Tonderai,"Jennifer Lawrence, Max Thieriot, Gil Bellows and Elisabeth Shue, Nolan Gerard Funk, James Thomas, Allie MacDonald, Jonathan Malen, Jon McLaren, Eva Link",Horror thriller,3076
The Hunger Games,https://en.wikipedia.org/wiki/The_Hunger_Games_(film),2012,Gary Ross,"Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Woody Harrelson, Elizabeth Banks, Lenny Kravitz, with Stanley Tucci and Donald Sutherland, Willow Shields, Paula Malcomson, Amandla Stenberg, Alexander Ludwig, Dayo Okeniyi, Isabelle Fuhrman, Jacqueline Emerson, Leven Rambin, Jack Quaid, Toby Jones, Wes Bentley, Latarsha Rose","Action drama, Science fiction",3077
 I Do,https://en.wikipedia.org/wiki/I_Do_(2012_American_film),2012,Glenn Gaylord,"David W. Ross, Jamie-Lynn Sigler, Grant Bowler, Alicia Witt",Drama,3078
Ice Age: Continental Drift,https://en.wikipedia.org/wiki/Ice_Age:_Continental_Drift,2012,"Steve Martino, Mike Thurmeier","Ray Romano, John Leguizamo, Denis Leary, Queen Latifah, Seann William Scott, Josh Peck, Chris Wedge, Jennifer Lopez, Keke Palmer, Aziz Ansari, Drake, Jeremy Renner, Wanda Sykes, Matt Bennett, Nicki Minaj, Ester Dean, Rebel Wilson, Joy Behar, Nick Frost, J. B. Smoove, Heather Morris, Josh Gad, Alan Tudyk, Kunal Nayyar, Alain Chabat","Animated, Family",3079
Jack Reacher,https://en.wikipedia.org/wiki/Jack_Reacher_(film),2012,Christopher McQuarrie,"Tom Cruise, Rosamund Pike, Richard Jenkins, Werner Herzog, David Oyelowo, Robert Duvall",Crime drama,3080
"Jeff, Who Lives at Home","https://en.wikipedia.org/wiki/Jeff,_Who_Lives_at_Home",2012,Jay and Mark Duplass,"Jason Segel, Ed Helms, Susan Sarandon, Judy Greer, Rae Dawn Chong",Comedy,3081
John Carter,https://en.wikipedia.org/wiki/John_Carter_(film),2012,Andrew Stanton,"Taylor Kitsch, Lynn Collins, Samantha Morton, Mark Strong, Ciarán Hinds, Dominic West, James Purefoy, Willem Dafoe, Bryan Cranston, Polly Walker, Daryl Sabara","Action, Science fiction",3082
Journey 2: The Mysterious Island,https://en.wikipedia.org/wiki/Journey_2:_The_Mysterious_Island,2012,Brad Peyton,"Dwayne Johnson, Michael Caine, Josh Hutcherson, Vanessa Hudgens, Luis Guzmán, Kristin Davis","Action-adventure, Family",3083
Joyful Noise,https://en.wikipedia.org/wiki/Joyful_Noise_(film),2012,Todd Graff,"Queen Latifah, Dolly Parton, Keke Palmer, Jeremy Jordan, Courtney B. Vance, Kris Kristofferson","Comedy, Musical",3084
Katy Perry: Part of Me 3D,https://en.wikipedia.org/wiki/Katy_Perry:_Part_of_Me_3D,2012,Dan Cutforth and Jane Lipsitz,"Chronicling the life and career of singer Katy Perry. Scenes are taken from the 2011 California Dreams Tour at Staples Center, Los Angeles","Concert, Documentary",3085
Keep the Lights On,https://en.wikipedia.org/wiki/Keep_the_Lights_On,2012,Ira Sachs,"Thure Lindhardt, Zachary Booth, David Anzuelo, Maria Dizzia, Julianne Nicholson, Souléymane Sy Savané, Paprika Steen",Drama,3086
Killer Joe,https://en.wikipedia.org/wiki/Killer_Joe_(film),2012,William Friedkin,"Matthew McConaughey, Emile Hirsch, Juno Temple, Gina Gershon, Thomas Haden Church, Marc Macaulay","Crime thriller, Dark comedy",3087
A Late Quartet,https://en.wikipedia.org/wiki/A_Late_Quartet,2012,Yaron Zilberman,"Philip Seymour Hoffman, Mark Ivanir, Catherine Keener, Christopher Walken, Imogen Poots, Liraz Charhi, Wallace Shawn",Drama,3088
Lawless,https://en.wikipedia.org/wiki/Lawless_(film),2012,John Hillcoat,"Shia LaBeouf, Tom Hardy, Gary Oldman, Mia Wasikowska, Jessica Chastain, Dane DeHaan, Jason Clarke, Guy Pearce","Drama, Gangster",3089
Liberal Arts,https://en.wikipedia.org/wiki/Liberal_Arts_(film),2012,Josh Radnor,"Josh Radnor, Elizabeth Olsen, Richard Jenkins, Allison Janney, John Magaro, Elizabeth Reaser, Zac Efron",Comedy-drama,3090
Life of Pi,https://en.wikipedia.org/wiki/Life_of_Pi_(film),2012,Ang Lee,"Suraj Sharma, Irrfan Khan, Tabu, Rafe Spall, Gérard Depardieu","Action-adventure, Drama",3091
Lincoln,https://en.wikipedia.org/wiki/Lincoln_(2012_film),2012,Steven Spielberg,"Daniel Day-Lewis, Sally Field, David Strathairn, Joseph Gordon-Levitt, James Spader, Hal Holbrook, Tommy Lee Jones","Biopic, Political drama",3092
A Little Bit of Heaven,https://en.wikipedia.org/wiki/A_Little_Bit_of_Heaven_(2011_film),2012,Nicole Kassell,"Kate Hudson, Gael García Bernal, Lucy Punch, Romany Malco, Treat Williams, Whoopi Goldberg, Kathy Bates",Romantic comedy,3093
Lockout,https://en.wikipedia.org/wiki/Lockout_(film),2012,James Mather and Stephen St. Leger,"Guy Pearce, Maggie Grace, Vincent Regan, Joseph Gilgun, Lennie James, Peter Stormare","Action, Science fiction",3094
Lola Versus,https://en.wikipedia.org/wiki/Lola_Versus,2012,Daryl Wein,"Greta Gerwig, Joel Kinnaman, Zoe Lister-Jones, Bill Pullman, Debra Winger, Hamish Linklater, Cheyenne Jackson",Romance,3095
The Loneliest Planet,https://en.wikipedia.org/wiki/The_Loneliest_Planet,2012,Julia Loktev,"Gael García Bernal, Hani Furstenberg, Bidzina Gujabidze",Thriller,3096
Looper,https://en.wikipedia.org/wiki/Looper_(film),2012,Rian Johnson,"Bruce Willis, Joseph Gordon-Levitt, Emily Blunt, Paul Dano, Qing Xu, Noah Segan, Jeff Daniels, Piper Perabo, Garret Dillahunt",Science fiction,3097
Dr. Seuss' The Lorax,https://en.wikipedia.org/wiki/The_Lorax_(film),2012,"Chris Renaud, Kyle Balda","Danny DeVito, Zac Efron, Taylor Swift, Ed Helms, Rob Riggle, Betty White, Jenny Slate","Animated, Family",3098
